consent,encountered_fakenews1,fakenews_pctg1,certainty_nofakenews1,respondent_stories_1,respondent_stories_2,respondent_stories_3,respondent_stories_4,respondent_stories_5,respondent_stories_6,respondent_stories_7,respondent_stories_8,respondent_stories_9,respondent_stories_10,detecting_fakenews1,fakenews_trend1,socmed_use,tf_adv,tf_pdf,tf_spy,tf_wiki,tf_cache,tf_phishing,tie_senate,filibuster,presidential_terms,electoral_college,presvote2020,gender4,gender4_other,birthyr,age,age4,race,race_other,hispanic,hispanic_origin_1,hispanic_origin_2,hispanic_origin_3,hispanic_origin_4,race4,educ,educ4,inputstate,region,newsint,sourcenews_new,votereg,turnout16,presvote16post,presvote16post_t,pid3,pid3_other,pid7,ideo5,intuse,conf02,conf05,conf07,conf08,conf10,conf11,conf12,starttime,endtime,weight,caseid,encountered_fakenews1_post,fakenews_pctg1_post,certainty_nofakenews1_post,respondent_stories_1_post,respondent_stories_2_post,respondent_stories_3_post,respondent_stories_4_post,respondent_stories_5_post,respondent_stories_6_post,respondent_stories_7_post,respondent_stories_8_post,respondent_stories_9_post,respondent_stories_10_post,detecting_fakenews1_post,fakenews_trend1_post,socmed_use_post,presvote20post,presvote20post_t,election_behaviors_1,election_behaviors_2,election_behaviors_3,election_behaviors_4,election_behaviors_5,election_behaviors_6,election_behaviors_7,election_behaviors_8,election_behaviors_9,election_behaviors_10,election_behaviors_11,election_behaviors_12,election_behaviors_13,election_behaviors_14,election_behaviors_15,election_behaviors_16,election_behaviors_17,election_behaviors_oth,won_election,covid_positive,covid_month,covid_date,self_isolation,starttime_post,endtime_post,weight_post,presvote20combined,race4_black,race4_hispanic,race4_other,race4_white,gender4_female,gender4_male,gender4_other_2,gender4_prefer_not_to_say,ideo5_conservative,ideo5_liberal,ideo5_moderate,ideo5_not_sure,ideo5_very_conservative,ideo5_very_liberal,age4_30_44,age4_45_64,age4_65,age4_under_30,educ_factor,education,college,trump_support,female,non_white,knowledge,political_interest,untrustworthy_n,total_n,untrustworthy_flag,percentage_of_total,untrustworthy_ng_n,untrustworthy_ng_flag,percentage_of_total_ng,grinberg_n,grinberg_flag,grinberg_percentage_of_total,untrustworthy_conservative_n,untrustworthy_liberal_n,untrustworthy_conservative_flag,untrustworthy_liberal_flag,hard_news_n,hard_news_flag,hard_news_bin,hard_news_conservative_n,hard_news_liberal_n,hard_news_conservative_flag,hard_news_liberal_flag,fact_check_n,fact_check_flag,mean_ideology,ideology_bin,hard_news_bin_all,total_n_bin_all,untrustworthy_conservative_percentage_info_diet,untrustworthy_liberal_percentage_info_diet,untrustworthy_all_percentage_info_diet,biden_support,age_18_29,age_30_44,age_45_64,age_65_plus,democrat,republican,ai_untrustworthy_flag,ai_untrustworthy_n,untrustworthy_flag_pre,untrustworthy_flag_post,untrustworthy_n_pre,untrustworthy_n_post
I consent,A great deal,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes able,There is much more fake news today,Less than 10 minutes per day,1  None,5  Full,5  Full,5  Full,5  Full,5  Full,The vice president,51,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Donald Trump,Male,__NA__,1953,67,65+,Black,__NA__,No,NA,NA,NA,NA,Black,Some college,Some college,Florida,South,Most of the time,A news website not associated with a newspaper,Yes,Yes,Donald Trump,__NA__,Independent,__NA__,Lean Republican,Moderate,Several times a day,Quite a lot,Quite a lot,Quite a lot,Very little,Very little,Some,Some,2020-09-22T12:15:34Z,2020-09-22T12:31:17Z,1.18561922905941,1222921641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Donald Trump,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,2,0,1,0,1,3,4,0,4963,0,0,0,0,0,0,0,0,0,0,0,0,33,1,1,7,0,1,0,0,0,0.15825384615384616,9,1,2,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1
I consent,A great deal,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarely able,There is much more fake news today,1–2 hours per day,3  Some,4  Good,4  Good,1  None,4  Good,2  Little,The vice president,51,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Donald Trump,Female,__NA__,1953,67,65+,White,__NA__,No,NA,NA,NA,NA,White,High school graduate,HS or less,New York,Northeast,Most of the time,Television,Yes,Yes,Hillary Clinton,__NA__,Republican,__NA__,Not very strong Republican,Moderate,Several times a day,A great deal,Some,A great deal,Very little,Some,Some,Some,2020-09-22T12:23:47Z,2020-09-22T12:31:19Z,0.809513959189826,1225500755,A great deal,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes able,There is much more fake news today,1–2 hours per day,Donald Trump,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,__NA__,Donald Trump,Yes,November,2020-11-23,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-04T13:12:07Z,2020-12-04T13:26:05Z,3.3283,Donald Trump,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,3,4,1,2581,1,3.874467260751647e-4,1,1,3.874467260751647e-4,0,0,0,1,0,1,0,65,1,2,2,0,1,0,0,0,0.18906,9,2,2,0.01538461538461538,0,0.01538461538461538,0,0,0,0,1,0,1,0,0,0,1,0,1
I consent,Not very much,51,NA,selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes able,There is somewhat more fake news today,2–3 hours per day,3  Some,3  Some,3  Some,1  None,2  Little,3  Some,The vice president,60,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Donald Trump,Female,__NA__,1955,65,45-64,Native American,__NA__,No,NA,NA,NA,NA,Other,2-year,Some college,North Carolina,South,Some of the time,Television,Yes,Yes,Donald Trump,__NA__,Independent,__NA__,Lean Republican,Moderate,Several times a day,Some,Some,Some,Some,Some,Some,Some,2020-09-22T12:21:19Z,2020-09-22T12:32:43Z,1.10021101128718,1225715765,A fair amount,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is somewhat more fake news today,More than 3 hours per day,Donald Trump,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,not selected,not selected,not selected,__NA__,I'm still not sure,No,NA,NA,"Some of the time. I have reduced the amount of times I am in public spaces, social gatherings, or at work.",2020-12-03T12:53:43Z,2020-12-03T13:02:08Z,0.9431,Donald Trump,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,1,1,1,4,3,0,5402,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,-0.03396666666666666,7,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
I consent,Nearly all news I see is fake,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Never able,There is much more fake news today,Less than 10 minutes per day,1  None,1  None,1  None,1  None,1  None,1  None,The Senate majority leader,51,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Donald Trump,Female,__NA__,1957,63,45-64,White,__NA__,No,NA,NA,NA,NA,White,High school graduate,HS or less,Maine,Northeast,Some of the time,Television,Yes,No,Did not vote for President,__NA__,Republican,__NA__,Not very strong Republican,Conservative,Several times a day,Some,Very little,Very little,Very little,None at all,None at all,None at all,2020-09-22T12:28:56Z,2020-09-22T12:33:41Z,0.281728067904031,1225454005,A great deal,85,NA,selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rarely able,There is much more fake news today,10–30 minutes per day,Donald Trump,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,none,I'm still not sure,No,NA,NA,"Some of the time. I have reduced the amount of times I am in public spaces, social gatherings, or at work.",2020-12-05T13:44:02Z,2020-12-05T13:47:23Z,0.1297,Donald Trump,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,2,3,0,15828,0,0,0,0,0,0,0,0,0,0,0,0,623,1,3,0,0,0,0,0,0,-0.0639904365904366,7,3,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
I consent,A fair amount,51,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,31–60 minutes per day,4  Good,4  Good,3  Some,4  Good,4  Good,3  Some,The vice president,51,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Donald Trump,Female,__NA__,1945,75,65+,White,__NA__,No,NA,NA,NA,NA,White,High school graduate,HS or less,Utah,West,Most of the time,Social network websites,Yes,Yes,Donald Trump,__NA__,Republican,__NA__,Strong Republican,Very conservative,Several times a day,A great deal,Quite a lot,A great deal,Some,Very little,Some,None at all,2020-09-22T12:10:30Z,2020-09-22T12:33:44Z,0.72306602253069,1225828287,A fair amount,63,NA,selected,selected,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes able,There is somewhat more fake news today,10–30 minutes per day,Donald Trump,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,__NA__,Donald Trump,No,NA,NA,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-03T04:26:53Z,2020-12-03T04:43:59Z,1.2813,Donald Trump,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,3,4,2,4538,1,4.4072278536800354e-4,1,1,2.2036139268400177e-4,1,1,2.2036139268400177e-4,2,0,1,0,144,1,2,5,0,1,0,1,1,-0.03193620689655173,8,2,2,0.01388888888888888,0,0.01388888888888888,0,0,0,0,1,0,1,0,0,1,0,1,0
I consent,A fair amount,15,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,Less than 10 minutes per day,1  None,3  Some,3  Some,1  None,3  Some,3  Some,The vice president,60,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Joe Biden,Male,__NA__,1967,53,45-64,White,__NA__,No,NA,NA,NA,NA,White,2-year,Some college,Nevada,West,Most of the time,A news website not associated with a newspaper,Yes,Yes,Hillary Clinton,__NA__,Democrat,__NA__,Strong Democrat,Very liberal,Several times a day,Some,Quite a lot,None at all,Some,Some,Some,Quite a lot,2020-09-22T12:18:59Z,2020-09-22T12:34:54Z,0.282634479977616,1225794979,A fair amount,15,NA,selected,selected,selected,selected,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,Less than 10 minutes per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,__NA__,Joe Biden,No,NA,NA,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-04T21:40:57Z,2020-12-04T22:00:59Z,0.2862,Joe Biden,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,2,0,0,0,0,4,4,5,28175,1,1.774622892635315e-4,3,1,1.064773735581189e-4,2,1,7.09849157054126e-5,3,2,1,1,3147,1,3,5,45,1,1,0,0,-0.05447697841726619,7,3,3,9.532888465204956e-4,6.355258976803305e-4,0.00158881474420082,1,0,0,1,0,1,0,0,0,1,1,20,11
I consent,A great deal,90,NA,selected,selected,selected,selected,selected,NA,NA,NA,NA,NA,Always able,There is somewhat more fake news today,Less than 10 minutes per day,5  Full,5  Full,5  Full,5  Full,5  Full,5  Full,The vice president,60,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Donald Trump,Male,__NA__,1966,54,45-64,White,__NA__,No,NA,NA,NA,NA,White,4-year,College grad,Michigan,Midwest,Most of the time,Blogs not associated with major media organizations,Yes,Yes,Donald Trump,__NA__,Other,libertarian,Lean Republican,Conservative,Several times a day,Quite a lot,Quite a lot,Quite a lot,None at all,None at all,Some,Very little,2020-09-22T12:14:17Z,2020-09-22T12:35:33Z,0.568143296292941,1225944729,A great deal,88,NA,selected,selected,selected,selected,selected,selected,selected,NA,NA,NA,Always able,There is somewhat more fake news today,Less than 10 minutes per day,Donald Trump,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,selected,not selected,selected,not selected,not selected,not selected,not selected,__NA__,Donald Trump,Yes,February,2020-02-28,None of the time. I am doing everything I normally do.,2020-12-04T12:41:55Z,2020-12-04T13:08:22Z,1.1156,Donald Trump,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3,3,1,1,0,0,4,4,912,3448,1,0.26450116009280744,126,1,0.03654292343387471,842,1,0.24419953596287705,131,0,1,0,344,1,3,237,6,1,1,0,0,0.7226066176470588,10,3,2,0.3808139534883721,0,2.6511627906976742,0,0,0,1,0,0,1,0,0,1,1,792,107
I consent,A great deal,16,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,Less than 10 minutes per day,1  None,4  Good,1  None,1  None,1  None,1  None,The vice president,60,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Joe Biden,Male,__NA__,1953,67,65+,White,__NA__,No,NA,NA,NA,NA,White,Some college,Some college,Ohio,Midwest,Most of the time,Television,Yes,Yes,Hillary Clinton,__NA__,Democrat,__NA__,Strong Democrat,Liberal,Several times a day,Some,Some,None at all,Very little,Quite a lot,Some,Quite a lot,2020-09-22T12:23:41Z,2020-09-22T12:36:32Z,0.376286313070419,1225399117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Joe Biden,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0,0,0,0,4,4,0,586,0,0,0,0,0,0,0,0,0,0,0,0,76,1,2,0,0,0,0,0,0,0.0493,9,2,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
I consent,A great deal,77,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,10–30 minutes per day,5  Full,5  Full,NA,5  Full,5  Full,5  Full,The vice president,67,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Donald Trump,Female,__NA__,1959,61,45-64,White,__NA__,No,NA,NA,NA,NA,White,Post-grad,Postgrad,Pennsylvania,Northeast,Most of the time,A newspaper's website,Yes,Yes,Donald Trump,__NA__,Republican,__NA__,Strong Republican,Very conservative,Several times a day,A great deal,A great deal,A great deal,Quite a lot,None at all,Very little,Very little,2020-09-22T12:27:26Z,2020-09-22T12:37:41Z,0.561532545431467,1225966999,A great deal,90,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,10–30 minutes per day,Donald Trump,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,__NA__,Donald Trump,No,NA,NA,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-04T19:17:10Z,2020-12-04T21:33:21Z,1.2363,Donald Trump,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4,4,1,1,1,0,3,4,3,6605,1,4.542013626040878e-4,3,1,4.542013626040878e-4,0,0,0,0,0,0,0,272,1,3,0,0,0,0,1,1,0.06305049504950495,9,3,3,0,0,0.01102941176470588,0,0,0,1,0,0,1,0,0,1,0,3,0
I consent,A great deal,75,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,Less than 10 minutes per day,3  Some,3  Some,3  Some,3  Some,4  Good,4  Good,The vice president,60,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Joe Biden,Female,__NA__,1951,69,65+,Black,__NA__,No,NA,NA,NA,NA,Black,Some college,Some college,Maryland,South,Most of the time,Television,Yes,Yes,Hillary Clinton,__NA__,Democrat,__NA__,Not very strong Democrat,Liberal,Several times a day,Some,Some,None at all,Very little,NA,Some,NA,2020-09-22T12:14:46Z,2020-09-22T12:38:30Z,0.629673231870103,1225748781,A great deal,63,NA,selected,selected,selected,selected,NA,NA,NA,NA,NA,NA,Sometimes able,There is much more fake news today,Less than 10 minutes per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,__NA__,Joe Biden,No,NA,NA,Most of the time.  I only leave my home to buy food and other essentials.,2020-12-02T01:33:50Z,2020-12-02T04:10:39Z,0.3588,Joe Biden,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0,0,1,1,4,4,2,7647,1,2.615404733882568e-4,0,0,0,2,1,2.615404733882568e-4,0,2,0,1,1407,1,3,0,1215,0,1,0,0,-0.7070656296296297,1,3,3,0,0.00142146410803127,0.00142146410803127,1,0,0,0,1,1,0,0,0,1,1,28,2
I consent,A fair amount,34,NA,selected,selected,selected,selected,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,1–2 hours per day,5  Full,4  Good,4  Good,5  Full,4  Good,4  Good,The vice president,60,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Joe Biden,Female,__NA__,1974,46,45-64,White,__NA__,No,NA,NA,NA,NA,White,Post-grad,Postgrad,Arkansas,South,Most of the time,A newspaper's website,Yes,Yes,Hillary Clinton,__NA__,Republican,__NA__,Strong Republican,Conservative,Several times a day,A great deal,A great deal,None at all,Some,Some,Some,Quite a lot,2020-09-22T11:50:24Z,2020-09-22T12:39:57Z,0.286418808732207,1225712515,A fair amount,37,NA,selected,selected,selected,selected,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,1–2 hours per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,__NA__,Joe Biden,Yes,April,2020-04-06,"Some of the time. I have reduced the amount of times I am in public spaces, social gatherings, or at work.",2020-12-04T19:33:34Z,2020-12-04T19:53:01Z,0.3681,Joe Biden,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4,4,1,0,1,0,4,4,0,533,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0.56896,10,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
I consent,Not very much,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes able,There is about the same amount of fake news today,31–60 minutes per day,5  Full,4  Good,4  Good,4  Good,3  Some,3  Some,The vice president,60,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Donald Trump,Female,__NA__,1959,61,45-64,White,__NA__,No,NA,NA,NA,NA,White,High school graduate,HS or less,Pennsylvania,Northeast,Only now and then,A printed copy of a newspaper,Yes,No,Did not vote for President,__NA__,Republican,__NA__,Not very strong Republican,Conservative,Several times a day,Some,Some,Some,Very little,Some,Very little,Quite a lot,2020-09-22T12:23:13Z,2020-09-22T12:41:36Z,0.580310508189687,1224811265,Not very much,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes able,There is about the same amount of fake news today,2–3 hours per day,Donald Trump,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,__NA__,Donald Trump,No,NA,NA,"Some of the time. I have reduced the amount of times I am in public spaces, social gatherings, or at work.",2020-12-04T23:52:59Z,2020-12-05T00:21:37Z,0.1059,Donald Trump,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,4,2,0,5283,0,0,0,0,0,0,0,0,0,0,0,0,52,1,2,0,0,0,0,0,0,-0.0102,8,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
I consent,A great deal,52,NA,selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes able,There is much more fake news today,10–30 minutes per day,3  Some,3  Some,3  Some,3  Some,2  Little,5  Full,The vice president,60,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Donald Trump,Female,__NA__,1982,38,30-44,Two or more races,__NA__,No,NA,NA,NA,NA,Other,4-year,College grad,New Jersey,Northeast,Some of the time,A printed copy of a newspaper,Yes,Yes,Donald Trump,__NA__,Republican,__NA__,Strong Republican,Conservative,Several times a day,Some,Some,Some,Very little,None at all,None at all,Some,2020-09-22T12:34:29Z,2020-09-22T12:43:01Z,2.81424947409467,1225549369,A fair amount,37,NA,selected,selected,selected,selected,NA,NA,NA,NA,NA,NA,Sometimes able,There is much more fake news today,31–60 minutes per day,Donald Trump,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,None of the above,I'm still not sure,Yes,April,2020-04-15,"Some of the time. I have reduced the amount of times I am in public spaces, social gatherings, or at work.",2020-12-01T23:45:11Z,2020-12-02T01:37:39Z,4.2052,Donald Trump,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,3,1,1,1,1,4,3,50,17076,1,0.00292808620285781,47,1,0.00275240103068634,4,1,2.3424689622862497e-4,50,0,1,0,1956,1,3,53,0,1,0,1,1,-0.13265428091773923,5,3,3,0.02556237218813906,0,0.02556237218813906,0,0,1,0,0,0,1,0,0,1,0,45,0
I consent,A fair amount,26,NA,selected,selected,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes able,There is much more fake news today,2–3 hours per day,4  Good,5  Full,4  Good,3  Some,1  None,4  Good,The vice president,67,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Joe Biden,Male,__NA__,1961,59,45-64,Asian,__NA__,No,NA,NA,NA,NA,Other,4-year,College grad,California,West,Some of the time,A news app on a mobile or tablet device,Yes,Yes,Hillary Clinton,__NA__,Democrat,__NA__,Strong Democrat,Very liberal,Several times a day,Quite a lot,A great deal,None at all,Very little,Some,Some,Some,2020-09-22T12:29:31Z,2020-09-22T12:43:15Z,1.05099681506017,1225907353,I have not encountered any fake news,11,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Sometimes able,There is somewhat more fake news today,More than 3 hours per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,None,Joe Biden,No,NA,NA,None of the time. I am doing everything I normally do.,2020-12-02T00:09:43Z,2020-12-02T00:18:21Z,1.2571,Joe Biden,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,3,1,0,0,1,3,3,0,1158,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,NA,NA,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
I consent,A fair amount,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,Less than 10 minutes per day,4  Good,4  Good,4  Good,4  Good,4  Good,4  Good,The Senate majority leader,60,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Joe Biden,Male,__NA__,1987,33,30-44,White,__NA__,No,NA,NA,NA,NA,White,4-year,College grad,Ohio,Midwest,Only now and then,Social network websites,Yes,Yes,Hillary Clinton,__NA__,Independent,__NA__,Lean Democrat,Very liberal,Several times a day,None at all,Very little,None at all,None at all,Some,Some,Some,2020-09-22T12:36:30Z,2020-09-22T12:45:16Z,3.91607263294667,1225790493,Not very much,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Always able,There is much more fake news today,10–30 minutes per day,Joe Biden,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,__NA__,Joe Biden,No,NA,NA,All of the time. I am staying at home nearly all the time.,2020-12-04T19:53:46Z,2020-12-04T19:58:51Z,1.0937,Joe Biden,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,3,1,0,0,0,3,2,0,31778,0,0,0,0,0,0,0,0,0,0,0,0,1651,1,3,0,11,0,1,1,1,-0.234696,3,3,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
I consent,A fair amount,25,NA,selected,selected,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes able,There is somewhat more fake news today,Less than 10 minutes per day,4  Good,4  Good,4  Good,4  Good,4  Good,4  Good,The vice president,67,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Donald Trump,Male,__NA__,1973,47,45-64,Other,__NA__,No,NA,NA,NA,NA,Other,Some college,Some college,Florida,South,Most of the time,A news app on a mobile or tablet device,Yes,Yes,Donald Trump,__NA__,Independent,__NA__,Independent,Very conservative,Several times a day,A great deal,Quite a lot,A great deal,Some,Very little,Very little,Very little,2020-09-22T12:35:44Z,2020-09-22T12:45:45Z,0.475047979728328,1225975021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Donald Trump,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,1,0,1,3,4,0,2099,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,0,0,0,0,0,0,0.21396,9,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
I consent,Nearly all news I see is fake,90,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is somewhat more fake news today,31–60 minutes per day,4  Good,4  Good,3  Some,4  Good,3  Some,5  Full,The Senate majority leader,60,The 22nd Amendment of the Constitution,Is an assembly that formally elects the president,Donald Trump,Female,__NA__,1957,63,45-64,White,__NA__,No,NA,NA,NA,NA,White,Some college,Some college,Maryland,South,Most of the time,None of the above,Yes,Yes,Donald Trump,__NA__,Independent,__NA__,Independent,Moderate,Several times a day,Quite a lot,Some,Quite a lot,Some,None at all,Very little,Very little,2020-09-22T12:27:11Z,2020-09-22T12:47:01Z,0.325094176498252,1225626885,A fair amount,76,NA,selected,selected,selected,NA,NA,NA,NA,NA,NA,NA,Most of the time able,There is much more fake news today,10–30 minutes per day,Donald Trump,__NA__,not selected,not selected,not selected,not selected,not selected,not selected,not selected,selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,not selected,__NA__,Donald Trump,No,NA,NA,None of the time. I am doing everything I normally do.,2020-12-05T00:15:42Z,2020-12-05T00:51:17Z,0.6389,Donald Trump,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,1,1,0,3,4,0,21126,0,0,0,0,0,0,0,0,0,0,0,0,129,1,2,2,0,1,0,1,1,-0.21795625,3,2,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,3
